router

#node	city	y	x	mpi-partition
rtr-246	rtr-247	10Mbps	1	1ms	100
rtr-247	rtr-248	10Mbps	1	1ms	100
rtr-248	rtr-249	10Mbps	1	1ms	100
rtr-249	rtr-250	10Mbps	1	1ms	100
rtr-250	rtr-251	10Mbps	1	1ms	100
rtr-251	rtr-252	10Mbps	1	1ms	100
rtr-252	rtr-253	10Mbps	1	1ms	100
rtr-253	rtr-254	10Mbps	1	1ms	100
rtr-254	rtr-255	10Mbps	1	1ms	100
rtr-255	rtr-256	10Mbps	1	1ms	100
rtr-256	rtr-257	10Mbps	1	1ms	100
rtr-257	rtr-258	10Mbps	1	1ms	100
rtr-258	rtr-259	10Mbps	1	1ms	100
rtr-259	rtr-260	10Mbps	1	1ms	100
rtr-260	rtr-261	10Mbps	1	1ms	100
rtr-261	rtr-262	10Mbps	1	1ms	100
rtr-262	rtr-263	10Mbps	1	1ms	100
rtr-263	rtr-264	10Mbps	1	1ms	100
rtr-264	rtr-265	10Mbps	1	1ms	100
rtr-265	rtr-266	10Mbps	1	1ms	100
rtr-266	rtr-267	10Mbps	1	1ms	100
rtr-267	rtr-268	10Mbps	1	1ms	100
rtr-268	rtr-269	10Mbps	1	1ms	100
rtr-269	rtr-270	10Mbps	1	1ms	100
rtr-270	rtr-271	10Mbps	1	1ms	100
rtr-271	rtr-272	10Mbps	1	1ms	100
rtr-272	rtr-273	10Mbps	1	1ms	100
rtr-273	rtr-274	10Mbps	1	1ms	100
rtr-274	rtr-275	10Mbps	1	1ms	100
rtr-275	rtr-276	10Mbps	1	1ms	100
rtr-276	rtr-277	10Mbps	1	1ms	100
rtr-277	rtr-278	10Mbps	1	1ms	100
rtr-278	rtr-279	10Mbps	1	1ms	100
rtr-279	rtr-280	10Mbps	1	1ms	100
rtr-280	rtr-281	10Mbps	1	1ms	100
rtr-281	rtr-282	10Mbps	1	1ms	100
rtr-282	rtr-283	10Mbps	1	1ms	100
rtr-283	rtr-284	10Mbps	1	1ms	100
rtr-284	rtr-285	10Mbps	1	1ms	100
rtr-285	rtr-286	10Mbps	1	1ms	100
rtr-286	rtr-287	10Mbps	1	1ms	100
rtr-287	rtr-288	10Mbps	1	1ms	100
rtr-288	rtr-289	10Mbps	1	1ms	100
rtr-289	rtr-290	10Mbps	1	1ms	100
rtr-290	rtr-291	10Mbps	1	1ms	100
rtr-291	rtr-292	10Mbps	1	1ms	100
rtr-292	rtr-293	10Mbps	1	1ms	100
rtr-293	rtr-294	10Mbps	1	1ms	100
rtr-294	rtr-295	10Mbps	1	1ms	100
rtr-295	rtr-296	10Mbps	1	1ms	100
rtr-296	rtr-297	10Mbps	1	1ms	100
rtr-297	rtr-298	10Mbps	1	1ms	100
rtr-298	rtr-299	10Mbps	1	1ms	100
rtr-299	rtr-300	10Mbps	1	1ms	100
rtr-300	rtr-301	10Mbps	1	1ms	100
rtr-301	rtr-302	10Mbps	1	1ms	100
rtr-302	rtr-303	10Mbps	1	1ms	100
rtr-303	rtr-304	10Mbps	1	1ms	100
rtr-304	rtr-305	10Mbps	1	1ms	100
rtr-305	rtr-306	10Mbps	1	1ms	100
rtr-306	rtr-307	10Mbps	1	1ms	100
rtr-307	rtr-308	10Mbps	1	1ms	100
rtr-308	rtr-309	10Mbps	1	1ms	100
rtr-309	rtr-310	10Mbps	1	1ms	100
rtr-310	rtr-311	10Mbps	1	1ms	100
rtr-311	rtr-312	10Mbps	1	1ms	100
rtr-312	rtr-313	10Mbps	1	1ms	100
rtr-313	rtr-314	10Mbps	1	1ms	100
rtr-314	rtr-315	10Mbps	1	1ms	100
rtr-315	rtr-316	10Mbps	1	1ms	100
rtr-316	rtr-317	10Mbps	1	1ms	100
rtr-317	rtr-318	10Mbps	1	1ms	100
rtr-318	rtr-319	10Mbps	1	1ms	100
rtr-319	rtr-320	10Mbps	1	1ms	100
rtr-320	rtr-321	10Mbps	1	1ms	100
rtr-321	rtr-322	10Mbps	1	1ms	100
rtr-322	rtr-323	10Mbps	1	1ms	100
rtr-323	rtr-324	10Mbps	1	1ms	100
rtr-324	rtr-325	10Mbps	1	1ms	100
rtr-325	rtr-326	10Mbps	1	1ms	100
rtr-326	rtr-327	10Mbps	1	1ms	100
rtr-327	rtr-328	10Mbps	1	1ms	100
rtr-328	rtr-329	10Mbps	1	1ms	100
rtr-329	rtr-330	10Mbps	1	1ms	100
rtr-330	rtr-331	10Mbps	1	1ms	100
rtr-331	rtr-332	10Mbps	1	1ms	100
rtr-332	rtr-333	10Mbps	1	1ms	100
rtr-333	rtr-334	10Mbps	1	1ms	100
rtr-334	rtr-335	10Mbps	1	1ms	100
rtr-335	rtr-336	10Mbps	1	1ms	100
rtr-336	rtr-337	10Mbps	1	1ms	100
rtr-337	rtr-338	10Mbps	1	1ms	100
rtr-338	rtr-339	10Mbps	1	1ms	100
rtr-339	rtr-340	10Mbps	1	1ms	100
rtr-340	rtr-341	10Mbps	1	1ms	100
rtr-341	rtr-342	10Mbps	1	1ms	100
rtr-342	rtr-343	10Mbps	1	1ms	100
rtr-343	rtr-344	10Mbps	1	1ms	100
rtr-344	rtr-345	10Mbps	1	1ms	100
rtr-345	rtr-346	10Mbps	1	1ms	100
rtr-346	rtr-347	10Mbps	1	1ms	100
rtr-347	rtr-348	10Mbps	1	1ms	100
rtr-348	rtr-349	10Mbps	1	1ms	100
rtr-349	rtr-350	10Mbps	1	1ms	100
rtr-350	rtr-351	10Mbps	1	1ms	100
rtr-351	rtr-352	10Mbps	1	1ms	100
rtr-352	rtr-353	10Mbps	1	1ms	100
rtr-353	rtr-354	10Mbps	1	1ms	100
rtr-354	rtr-355	10Mbps	1	1ms	100
rtr-355	rtr-356	10Mbps	1	1ms	100
rtr-356	rtr-357	10Mbps	1	1ms	100
rtr-357	rtr-358	10Mbps	1	1ms	100
rtr-358	rtr-359	10Mbps	1	1ms	100
rtr-359	rtr-360	10Mbps	1	1ms	100
rtr-360	rtr-361	10Mbps	1	1ms	100
rtr-361	rtr-362	10Mbps	1	1ms	100
rtr-362	rtr-363	10Mbps	1	1ms	100
rtr-363	rtr-364	10Mbps	1	1ms	100
rtr-364	rtr-365	10Mbps	1	1ms	100
rtr-365	rtr-366	10Mbps	1	1ms	100
rtr-366	rtr-367	10Mbps	1	1ms	100
rtr-367	rtr-368	10Mbps	1	1ms	100
rtr-368	rtr-369	10Mbps	1	1ms	100
rtr-369	rtr-370	10Mbps	1	1ms	100
rtr-370	rtr-371	10Mbps	1	1ms	100
rtr-371	rtr-372	10Mbps	1	1ms	100
rtr-372	rtr-373	10Mbps	1	1ms	100
rtr-373	rtr-374	10Mbps	1	1ms	100
rtr-374	rtr-375	10Mbps	1	1ms	100
rtr-375	rtr-376	10Mbps	1	1ms	100
rtr-376	rtr-377	10Mbps	1	1ms	100
rtr-377	rtr-378	10Mbps	1	1ms	100
rtr-378	rtr-379	10Mbps	1	1ms	100
rtr-379	rtr-380	10Mbps	1	1ms	100
rtr-380	rtr-381	10Mbps	1	1ms	100
rtr-381	rtr-382	10Mbps	1	1ms	100
rtr-382	rtr-383	10Mbps	1	1ms	100
rtr-383	rtr-384	10Mbps	1	1ms	100
rtr-384	rtr-385	10Mbps	1	1ms	100
rtr-385	rtr-386	10Mbps	1	1ms	100
rtr-386	rtr-387	10Mbps	1	1ms	100
rtr-387	rtr-388	10Mbps	1	1ms	100
rtr-388	rtr-389	10Mbps	1	1ms	100
rtr-389	rtr-390	10Mbps	1	1ms	100
rtr-390	rtr-391	10Mbps	1	1ms	100
rtr-391	rtr-392	10Mbps	1	1ms	100
rtr-392	rtr-393	10Mbps	1	1ms	100
rtr-393	rtr-394	10Mbps	1	1ms	100
rtr-394	rtr-395	10Mbps	1	1ms	100
rtr-395	rtr-396	10Mbps	1	1ms	100
rtr-396	rtr-397	10Mbps	1	1ms	100
rtr-397	rtr-398	10Mbps	1	1ms	100
rtr-398	rtr-399	10Mbps	1	1ms	100
rtr-399	rtr-400	10Mbps	1	1ms	100
rtr-400	rtr-401	10Mbps	1	1ms	100
rtr-401	rtr-402	10Mbps	1	1ms	100
rtr-402	rtr-403	10Mbps	1	1ms	100
rtr-403	rtr-404	10Mbps	1	1ms	100
rtr-404	rtr-405	10Mbps	1	1ms	100
rtr-405	rtr-406	10Mbps	1	1ms	100
rtr-406	rtr-407	10Mbps	1	1ms	100
rtr-407	rtr-408	10Mbps	1	1ms	100
rtr-408	rtr-409	10Mbps	1	1ms	100
rtr-409	rtr-410	10Mbps	1	1ms	100
rtr-410	rtr-411	10Mbps	1	1ms	100
rtr-411	rtr-412	10Mbps	1	1ms	100
rtr-412	rtr-413	10Mbps	1	1ms	100
rtr-413	rtr-414	10Mbps	1	1ms	100
rtr-414	rtr-415	10Mbps	1	1ms	100
rtr-415	rtr-416	10Mbps	1	1ms	100
rtr-416	rtr-417	10Mbps	1	1ms	100
rtr-417	rtr-418	10Mbps	1	1ms	100
rtr-418	rtr-419	10Mbps	1	1ms	100
rtr-419	rtr-420	10Mbps	1	1ms	100
rtr-420	rtr-421	10Mbps	1	1ms	100
rtr-421	rtr-422	10Mbps	1	1ms	100
rtr-422	rtr-423	10Mbps	1	1ms	100
rtr-423	rtr-424	10Mbps	1	1ms	100
rtr-424	rtr-425	10Mbps	1	1ms	100
rtr-425	rtr-426	10Mbps	1	1ms	100
rtr-426	rtr-427	10Mbps	1	1ms	100
rtr-427	rtr-428	10Mbps	1	1ms	100
rtr-428	rtr-429	10Mbps	1	1ms	100
rtr-429	rtr-430	10Mbps	1	1ms	100
rtr-430	rtr-431	10Mbps	1	1ms	100
rtr-431	rtr-432	10Mbps	1	1ms	100
rtr-432	rtr-433	10Mbps	1	1ms	100
rtr-433	rtr-434	10Mbps	1	1ms	100
rtr-434	rtr-435	10Mbps	1	1ms	100
rtr-435	rtr-436	10Mbps	1	1ms	100
rtr-436	rtr-437	10Mbps	1	1ms	100
rtr-437	rtr-438	10Mbps	1	1ms	100
rtr-438	rtr-439	10Mbps	1	1ms	100
rtr-439	rtr-440	10Mbps	1	1ms	100
rtr-440	rtr-441	10Mbps	1	1ms	100
rtr-441	rtr-442	10Mbps	1	1ms	100
rtr-442	rtr-443	10Mbps	1	1ms	100
rtr-443	rtr-444	10Mbps	1	1ms	100
rtr-444	rtr-445	10Mbps	1	1ms	100
rtr-445	rtr-446	10Mbps	1	1ms	100
rtr-446	rtr-447	10Mbps	1	1ms	100
rtr-447	rtr-448	10Mbps	1	1ms	100
rtr-448	rtr-449	10Mbps	1	1ms	100
rtr-449	rtr-450	10Mbps	1	1ms	100
rtr-450	rtr-451	10Mbps	1	1ms	100
rtr-451	rtr-452	10Mbps	1	1ms	100
rtr-452	rtr-453	10Mbps	1	1ms	100
rtr-453	rtr-454	10Mbps	1	1ms	100
rtr-454	rtr-455	10Mbps	1	1ms	100
rtr-455	rtr-456	10Mbps	1	1ms	100
rtr-456	rtr-457	10Mbps	1	1ms	100
rtr-457	rtr-458	10Mbps	1	1ms	100
rtr-458	rtr-459	10Mbps	1	1ms	100
rtr-459	rtr-460	10Mbps	1	1ms	100
rtr-460	rtr-461	10Mbps	1	1ms	100
rtr-461	rtr-462	10Mbps	1	1ms	100
rtr-462	rtr-463	10Mbps	1	1ms	100
rtr-463	rtr-464	10Mbps	1	1ms	100
rtr-464	rtr-465	10Mbps	1	1ms	100
rtr-465	rtr-466	10Mbps	1	1ms	100
rtr-466	rtr-467	10Mbps	1	1ms	100
rtr-467	rtr-468	10Mbps	1	1ms	100
rtr-468	rtr-469	10Mbps	1	1ms	100
rtr-469	rtr-470	10Mbps	1	1ms	100
rtr-470	rtr-471	10Mbps	1	1ms	100
rtr-471	rtr-472	10Mbps	1	1ms	100
rtr-472	rtr-473	10Mbps	1	1ms	100
rtr-473	rtr-474	10Mbps	1	1ms	100
rtr-474	rtr-475	10Mbps	1	1ms	100
rtr-475	rtr-476	10Mbps	1	1ms	100
rtr-476	rtr-477	10Mbps	1	1ms	100
rtr-477	rtr-478	10Mbps	1	1ms	100
rtr-478	rtr-479	10Mbps	1	1ms	100
rtr-479	rtr-480	10Mbps	1	1ms	100
rtr-480	rtr-481	10Mbps	1	1ms	100
rtr-481	rtr-482	10Mbps	1	1ms	100
rtr-482	rtr-483	10Mbps	1	1ms	100
rtr-483	rtr-484	10Mbps	1	1ms	100
rtr-484	rtr-485	10Mbps	1	1ms	100
rtr-485	rtr-486	10Mbps	1	1ms	100
rtr-486	rtr-487	10Mbps	1	1ms	100
rtr-487	rtr-488	10Mbps	1	1ms	100
rtr-488	rtr-489	10Mbps	1	1ms	100
rtr-489	rtr-490	10Mbps	1	1ms	100
rtr-490	rtr-491	10Mbps	1	1ms	100
rtr-491	rtr-492	10Mbps	1	1ms	100
rtr-492	rtr-493	10Mbps	1	1ms	100
rtr-493	rtr-494	10Mbps	1	1ms	100
rtr-494	rtr-495	10Mbps	1	1ms	100
rtr-495	rtr-496	10Mbps	1	1ms	100
rtr-496	rtr-497	10Mbps	1	1ms	100
rtr-497	rtr-498	10Mbps	1	1ms	100
rtr-498	rtr-499	10Mbps	1	1ms	100
rtr-499	rtr-500	10Mbps	1	1ms	100
rtr-500	user	10Mbps	1	1ms	100
